Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,14T,17T,18T,19T,20T,21T,24T,25T,26T,27T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,44T,46T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,75T,76T,77T,79T,80T
2018-03-26 00:00:00,33,,,,36.0,,31.0,29.0,30.0,,34.0,,,,30.0,,,51.0,,38.0,21.0,,20.0,,33.0,,,70.0,71.0,,,,87.0,,,15.0,55.0,18.0,24.0,,,,,,,,,,88.0,50.0,46.0,46.0,15.0
2018-03-27 00:00:00,45,,,,41.0,,43.0,42.0,41.0,,,,,,95.0,,,63.0,,46.0,32.0,,19.0,,44.0,,,57.0,60.0,,,,72.0,,,18.0,43.0,23.0,25.0,,,,,,,,,,48.0,49.0,50.0,38.0,19.0
2018-03-28 00:00:00,35,,,,33.0,,33.0,32.0,32.0,,31.0,,,,32.0,,,58.0,,30.0,25.0,,19.0,,30.0,,,77.0,74.0,,,,79.0,,,19.0,58.0,29.0,26.0,,,,,,,,,,47.0,71.0,37.0,31.0,24.0
2018-03-29 00:00:00,32,,,,29.0,,28.0,28.0,25.0,,28.0,,,,33.0,,,32.0,,26.0,21.0,,17.0,,23.0,,,104.0,108.0,,,,89.0,,,20.0,72.0,25.0,30.0,,,,,,,,,,62.0,74.0,24.0,35.0,21.0
2018-03-30 00:00:00,35,,,28.0,31.0,,32.0,29.0,31.0,,29.0,,,,33.0,,,35.0,,33.0,24.0,,22.0,,26.0,,,105.0,107.0,,,,81.0,,,26.0,44.0,26.0,27.0,,,,,,,,,,65.0,69.0,28.0,42.0,21.0
2018-03-31 00:00:00,37,,,30.0,34.0,,33.0,30.0,34.0,,31.0,,,,39.0,,,43.0,,31.0,22.0,,19.0,,26.0,,,,72.0,,,,68.0,,,29.0,44.0,32.0,27.0,,,,,,,,,,51.0,62.0,30.0,35.0,20.0
2018-04-01 00:00:00,47,,,33.0,45.0,,42.0,42.0,44.0,,40.0,,,,39.0,,,41.0,,33.0,35.0,,15.0,,31.0,,,47.0,45.0,,,,48.0,,,31.0,39.0,32.0,37.0,,,,,,,,,,40.0,34.0,39.0,34.0,18.0
2018-04-02 00:00:00,42,,,36.0,44.0,,41.0,42.0,43.0,,44.0,,,,42.0,,,56.0,,35.0,38.0,,17.0,,27.0,,,52.0,52.0,,,,49.0,,,24.0,47.0,26.0,28.0,,,,,,,,,,40.0,42.0,46.0,42.0,22.0
2018-04-03 00:00:00,,,,33.0,43.0,,45.0,45.0,40.0,,47.0,,,,43.0,,,49.0,,30.0,36.0,,16.0,,29.0,,,34.0,34.0,,,,33.0,,,19.0,58.0,23.0,29.0,,,,,,,,,,25.0,38.0,40.0,30.0,23.0
2018-04-04 00:00:00,,,,26.0,30.0,,29.0,23.0,27.0,,31.0,,,,,,,37.0,,32.0,21.0,,18.0,,24.0,,,41.0,43.0,,,,50.0,,,19.0,72.0,25.0,29.0,,,,,,,,,,33.0,35.0,30.0,34.0,24.0
2018-04-05 00:00:00,,,,26.0,34.0,,34.0,21.0,32.0,,37.0,,,,31.0,,,48.0,,29.0,30.0,,19.0,,27.0,,,33.0,37.0,,,,30.0,,,19.0,62.0,23.0,28.0,,,,,,,,,,25.0,28.0,30.0,36.0,23.0
2018-04-06 00:00:00,,,,36.0,43.0,,43.0,36.0,43.0,,51.0,,,,40.0,,,42.0,,29.0,37.0,,22.0,,30.0,,,26.0,28.0,,,,30.0,,,19.0,46.0,26.0,31.0,,,,,,,,,,28.0,40.0,28.0,22.0,21.0
2018-04-07 00:00:00,,,,12.0,20.0,,19.0,15.0,20.0,,27.0,,,,17.0,,,13.0,,28.0,23.0,,9.0,,16.0,,,23.0,20.0,,,,12.0,,,13.0,20.0,25.0,26.0,,,,,,,,,,,19.0,12.0,18.0,16.0
2018-04-08 00:00:00,,,,20.0,26.0,,28.0,24.0,28.0,,30.0,,,,20.0,,,23.0,,25.0,36.0,,12.0,,16.0,,,18.0,14.0,,,,17.0,,,12.0,32.0,17.0,20.0,,,,,,,,,,19.0,16.0,18.0,20.0,13.0
2018-04-09 00:00:00,,,,38.0,43.0,,45.0,45.0,42.0,,51.0,,,,46.0,,,40.0,,39.0,80.0,,24.0,,29.0,,,25.0,27.0,,,,23.0,,,13.0,40.0,20.0,20.0,,,,,,,,,,17.0,37.0,32.0,37.0,12.0
2018-04-10 00:00:00,43,,,51.0,52.0,,,56.0,52.0,,62.0,,,,58.0,,,60.0,,39.0,63.0,,36.0,,38.0,,,41.0,43.0,,,,42.0,,,11.0,52.0,10.0,15.0,,,,,,,,,,24.0,58.0,38.0,40.0,12.0
2018-04-11 00:00:00,19,,,25.0,30.0,,30.0,18.0,28.0,,32.0,,,,26.0,,,46.0,,36.0,21.0,,19.0,,26.0,,,72.0,76.0,,,,78.0,,,11.0,49.0,15.0,17.0,,,,,,,,,,41.0,60.0,39.0,34.0,9.0
2018-04-12 00:00:00,11,,,16.0,21.0,,21.0,10.0,18.0,,18.0,,,,20.0,,,26.0,,25.0,,,11.0,,16.0,,,69.0,69.0,,,,75.0,,,11.0,47.0,14.0,19.0,,,,,,,,,,54.0,57.0,22.0,34.0,13.0
2018-04-13 00:00:00,9,,,16.0,21.0,,19.0,10.0,16.0,,22.0,,,,20.0,,,25.0,,24.0,,,11.0,,15.0,,,71.0,76.0,,,,81.0,,,11.0,39.0,15.0,19.0,,,,,,,,,,65.0,57.0,19.0,29.0,10.0
2018-04-14 00:00:00,9,,,16.0,21.0,,20.0,12.0,17.0,,20.0,,,,21.0,,,27.0,,25.0,,,10.0,,16.0,,,89.0,86.0,,,,85.0,,,9.0,40.0,13.0,18.0,,,,,,,,,,63.0,70.0,19.0,30.0,8.0
2018-04-15 00:00:00,8,,,15.0,21.0,,20.0,12.0,18.0,,18.0,,,,20.0,,,19.0,,24.0,,,8.0,,16.0,,,94.0,76.0,,,,75.0,,,13.0,35.0,10.0,14.0,,,,,,,,,,68.0,62.0,15.0,30.0,10.0
2018-04-16 00:00:00,16,,,22.0,28.0,,24.0,18.0,26.0,,24.0,,,,24.0,,,21.0,,17.0,,,13.0,,19.0,,,64.0,61.0,,,,38.0,,,9.0,30.0,13.0,18.0,,,,,,,,,,30.0,83.0,18.0,27.0,10.0
2018-04-17 00:00:00,10,,,14.0,21.0,,19.0,13.0,16.0,,21.0,,,,21.0,,,24.0,,18.0,,,9.0,,15.0,,,33.0,33.0,,,,24.0,,,10.0,23.0,17.0,18.0,,,,,,,,,,13.0,55.0,12.0,19.0,13.0
2018-04-18 00:00:00,19,,,21.0,32.0,,31.0,25.0,32.0,,33.0,,,,26.0,,,24.0,,32.0,,,10.0,,20.0,,,27.0,25.0,,,,22.0,,,10.0,37.0,18.0,23.0,,,,,,,,,,12.0,43.0,23.0,25.0,11.0
2018-04-19 00:00:00,12,,,16.0,26.0,,22.0,16.0,20.0,,28.0,,,,21.0,,,37.0,,28.0,,,11.0,,23.0,,,35.0,34.0,,,,41.0,,,11.0,,20.0,24.0,,,,,,,,,,21.0,48.0,27.0,28.0,12.0
2018-04-20 00:00:00,9,,,14.0,22.0,,20.0,14.0,17.0,,22.0,,,,32.0,,,27.0,,26.0,12.0,,12.0,,20.0,,,46.0,50.0,,,,50.0,,,12.0,41.0,18.0,24.0,,,,,,,,,,25.0,,22.0,19.0,15.0
2018-04-21 00:00:00,11,,,17.0,23.0,,22.0,16.0,19.0,,24.0,,,,31.0,,,31.0,,23.0,17.0,,14.0,,20.0,,,56.0,57.0,,,,63.0,,,12.0,50.0,17.0,21.0,,,,,,,,,,34.0,52.0,23.0,26.0,14.0
2018-04-22 00:00:00,9,,,13.0,20.0,,17.0,14.0,15.0,,21.0,,,,18.0,,,26.0,,22.0,13.0,,11.0,,19.0,,,76.0,80.0,,,,72.0,,,13.0,57.0,16.0,20.0,,,,,,,,,,45.0,46.0,17.0,25.0,14.0
2018-04-23 00:00:00,13,,,20.0,26.0,,27.0,21.0,23.0,,26.0,,,,18.0,,,31.0,,23.0,18.0,,11.0,,17.0,,,75.0,73.0,,,,67.0,,,15.0,47.0,18.0,22.0,,,,,,,,,,60.0,39.0,21.0,31.0,18.0
2018-04-24 00:00:00,11,,,18.0,22.0,,23.0,16.0,20.0,,26.0,,,,19.0,,,28.0,,24.0,20.0,,12.0,,18.0,,,85.0,82.0,,,,73.0,,,17.0,50.0,18.0,21.0,,,,,,,,,,63.0,36.0,18.0,32.0,13.0
2018-04-25 00:00:00,16,,,22.0,28.0,,28.0,22.0,24.0,,31.0,,,,25.0,,,28.0,,28.0,24.0,,9.0,,17.0,,,69.0,71.0,,,,58.0,,,18.0,,10.0,14.0,,,,,,,,,,38.0,34.0,21.0,28.0,
2018-04-26 00:00:00,13,,,18.0,22.0,,24.0,19.0,19.0,,28.0,,,,22.0,,,31.0,,29.0,23.0,,7.0,,17.0,,,44.0,45.0,,,,30.0,,,15.0,,9.0,12.0,,,,,,,,,,16.0,35.0,19.0,33.0,9.0
2018-04-27 00:00:00,14,,,17.0,22.0,,24.0,21.0,23.0,,27.0,,,,22.0,,,27.0,,12.0,32.0,,10.0,,18.0,,,38.0,37.0,,,,24.0,,,13.0,,10.0,15.0,,,,,,,,,,15.0,49.0,10.0,13.0,11.0
2018-04-28 00:00:00,12,,,13.0,21.0,,21.0,18.0,22.0,,24.0,,,,26.0,,,16.0,,9.0,21.0,,9.0,,,,,32.0,34.0,,,,16.0,,,12.0,,,15.0,,,,,,,,,,10.0,32.0,8.0,10.0,14.0
2018-04-29 00:00:00,15,,,17.0,26.0,,25.0,21.0,26.0,,28.0,,,,26.0,,,28.0,,15.0,24.0,,10.0,,10.0,,,25.0,22.0,,,,11.0,,,13.0,,15.0,14.0,,,,,,,,,,9.0,16.0,13.0,10.0,14.0
2018-04-30 00:00:00,8,,,13.0,19.0,,19.0,17.0,15.0,,21.0,,,,19.0,,,22.0,,11.0,11.0,,6.0,,10.0,,,25.0,17.0,,,,12.0,,,14.0,,12.0,14.0,,,,,,,,,,9.0,17.0,8.0,11.0,12.0
2018-05-01 00:00:00,4,,,9.0,13.0,,13.0,10.0,11.0,,10.0,,,,14.0,,,13.0,,5.0,9.0,,,,9.0,,,18.0,16.0,,,,13.0,,,13.0,,11.0,16.0,,,,,,,,,,8.0,15.0,6.0,8.0,11.0
2018-05-02 00:00:00,4,,,8.0,16.0,,15.0,12.0,11.0,,10.0,,,,14.0,,,20.0,,7.0,18.0,,6.0,,11.0,,,11.0,9.0,,,,9.0,,,8.0,16.0,14.0,18.0,,,,,,,,,,5.0,15.0,9.0,6.0,12.0
2018-05-03 00:00:00,9,,,14.0,19.0,,21.0,18.0,18.0,,18.0,,,,17.0,,,28.0,,5.0,25.0,,7.0,,13.0,,,13.0,10.0,,,,9.0,,,14.0,23.0,12.0,16.0,,,,,,,,,,4.0,12.0,11.0,7.0,12.0
2018-05-04 00:00:00,12,,,12.0,22.0,,22.0,18.0,21.0,,21.0,,,,26.0,,,31.0,,6.0,17.0,,10.0,,18.0,,,15.0,15.0,,,,11.0,,,10.0,21.0,18.0,18.0,,,,,,,,,,6.0,9.0,8.0,7.0,9.0
2018-05-05 00:00:00,,,,10.0,17.0,,16.0,14.0,18.0,,15.0,,,,16.0,,,20.0,,7.0,14.0,,6.0,,13.0,,,18.0,15.0,,,,13.0,,,10.0,19.0,15.0,19.0,,,,,,,,,,8.0,13.0,11.0,,13.0
2018-05-06 00:00:00,4,,,10.0,17.0,,16.0,13.0,16.0,,12.0,,,,13.0,,,21.0,,6.0,9.0,,10.0,,13.0,,,25.0,22.0,,,,17.0,,,12.0,25.0,16.0,24.0,,,,,,,,,,13.0,16.0,10.0,,15.0
2018-05-07 00:00:00,11,,,15.0,19.0,,18.0,17.0,17.0,,,,,,16.0,,,20.0,,7.0,14.0,,7.0,,12.0,,,36.0,33.0,,,,25.0,,,17.0,21.0,14.0,19.0,,,,,,,,,,17.0,16.0,11.0,,11.0
2018-05-08 00:00:00,19,,,18.0,22.0,,22.0,20.0,19.0,,26.0,,,,,,,26.0,,10.0,15.0,,5.0,,12.0,,,40.0,38.0,,,,32.0,,,15.0,29.0,18.0,16.0,,,,,,,,,,24.0,21.0,9.0,13.0,15.0
2018-05-09 00:00:00,13,,,15.0,17.0,,19.0,17.0,19.0,,20.0,,,,15.0,,,22.0,,16.0,14.0,,6.0,,13.0,,,41.0,41.0,,,,35.0,,,21.0,36.0,20.0,21.0,,,,,,,,,,33.0,22.0,12.0,16.0,14.0
2018-05-10 00:00:00,10,,,14.0,17.0,,17.0,15.0,15.0,,23.0,,,,12.0,,,25.0,,14.0,13.0,,6.0,,16.0,,,,34.0,,,,29.0,,,17.0,37.0,18.0,19.0,,,,,,,,,,32.0,21.0,10.0,19.0,15.0
2018-05-11 00:00:00,14,,,14.0,18.0,,19.0,18.0,19.0,,25.0,,,,20.0,,,14.0,,14.0,24.0,,10.0,,16.0,,,,27.0,,,,13.0,,,18.0,24.0,25.0,26.0,,,,,,,,,,19.0,18.0,10.0,10.0,16.0
2018-05-12 00:00:00,21,,,20.0,27.0,,28.0,26.0,29.0,,31.0,,,,26.0,,,23.0,,10.0,38.0,,13.0,,27.0,,,,25.0,,,,17.0,,,13.0,20.0,18.0,23.0,,,,,,,,,,13.0,17.0,11.0,9.0,16.0
2018-05-13 00:00:00,22,,,20.0,26.0,,23.0,20.0,28.0,,29.0,,,,19.0,,,28.0,,11.0,21.0,,15.0,,21.0,,,25.0,21.0,,,,16.0,,,13.0,19.0,19.0,21.0,,,,,,,,,,10.0,14.0,12.0,8.0,13.0
2018-05-14 00:00:00,18,,,16.0,20.0,,22.0,17.0,22.0,,24.0,,,,25.0,,,25.0,,9.0,13.0,,14.0,,18.0,,,24.0,22.0,,,,18.0,,,13.0,24.0,17.0,19.0,,,,,,,,,,11.0,10.0,12.0,12.0,12.0
2018-05-15 00:00:00,20,,,22.0,26.0,,28.0,23.0,26.0,,30.0,,,,21.0,,,28.0,,13.0,,,13.0,,20.0,,,28.0,24.0,,,,15.0,,,13.0,25.0,13.0,19.0,,,,,,,,,,14.0,16.0,16.0,14.0,11.0
2018-05-16 00:00:00,10,,,14.0,19.0,,18.0,15.0,19.0,,20.0,,,,15.0,,,37.0,,9.0,13.0,,14.0,,20.0,,,30.0,23.0,,,,20.0,,,18.0,27.0,10.0,14.0,,,,,,,,,,,18.0,21.0,9.0,10.0
2018-05-17 00:00:00,10,,,10.0,16.0,,16.0,12.0,14.0,,20.0,,,,16.0,,,24.0,,15.0,10.0,,12.0,,17.0,,,22.0,19.0,,,,14.0,,,13.0,28.0,11.0,12.0,,,,,,,,,,,14.0,23.0,13.0,10.0
2018-05-18 00:00:00,11,,,12.0,19.0,,20.0,14.0,18.0,,22.0,,,,21.0,,,26.0,,11.0,9.0,,14.0,,22.0,,,15.0,16.0,,,,15.0,,,18.0,19.0,10.0,13.0,,,,,,,,,,,11.0,14.0,13.0,11.0
2018-05-19 00:00:00,13,,,15.0,18.0,,,17.0,17.0,,24.0,,,,18.0,,,25.0,,12.0,19.0,,12.0,,19.0,,,22.0,19.0,,,,12.0,,,17.0,20.0,10.0,16.0,,,,,,,,,,5.0,13.0,19.0,9.0,10.0
2018-05-20 00:00:00,17,,,22.0,26.0,,,19.0,28.0,,30.0,,,,19.0,,,24.0,,9.0,23.0,,12.0,,20.0,,,23.0,22.0,,,,16.0,,,13.0,23.0,11.0,14.0,,,,,,,,,,,15.0,11.0,9.0,8.0
2018-05-21 00:00:00,16,,,20.0,24.0,,24.0,19.0,20.0,,27.0,,,,23.0,,,22.0,,11.0,11.0,,13.0,,20.0,,,23.0,26.0,,,,16.0,,,16.0,20.0,15.0,19.0,,,,,,,,,,11.0,12.0,12.0,11.0,11.0
2018-05-22 00:00:00,18,,,19.0,22.0,,25.0,25.0,21.0,,36.0,,,,18.0,,,27.0,,8.0,30.0,,10.0,,19.0,,,14.0,16.0,,,,9.0,,,19.0,19.0,15.0,19.0,,,,,,,,,,10.0,10.0,14.0,7.0,9.0
2018-05-23 00:00:00,18,,,17.0,22.0,,25.0,27.0,19.0,,35.0,,,,20.0,,,26.0,,22.0,34.0,,12.0,,20.0,,,18.0,18.0,,,,17.0,,,13.0,20.0,11.0,16.0,,,,,,,,,,8.0,10.0,11.0,17.0,8.0
2018-05-24 00:00:00,11,,,8.0,16.0,,16.0,13.0,12.0,,21.0,,,,15.0,,,19.0,,9.0,9.0,,8.0,,15.0,,,13.0,12.0,,,,14.0,,,14.0,17.0,7.0,14.0,,,,,,,,,,8.0,9.0,8.0,10.0,9.0
2018-05-25 00:00:00,9,,,12.0,14.0,,15.0,14.0,12.0,,20.0,,,,11.0,,,18.0,,6.0,15.0,,5.0,,12.0,,,13.0,12.0,,,,10.0,,,11.0,16.0,9.0,14.0,,,,,,,,,,13.0,7.0,12.0,8.0,10.0
2018-05-26 00:00:00,10,,,13.0,14.0,,15.0,19.0,16.0,,21.0,,,,14.0,,,23.0,,5.0,23.0,,6.0,,12.0,,,14.0,14.0,,,,11.0,,,10.0,15.0,10.0,15.0,,,,,,,,,,,7.0,13.0,6.0,6.0
2018-05-27 00:00:00,13,,,13.0,17.0,,19.0,16.0,17.0,,24.0,,,,14.0,,,16.0,,6.0,29.0,,5.0,,13.0,,,11.0,7.0,,,,9.0,,,16.0,14.0,10.0,15.0,,,,,,,,,,5.0,8.0,9.0,6.0,7.0
2018-05-28 00:00:00,16,,,18.0,22.0,,22.0,21.0,21.0,,28.0,,,,17.0,,,22.0,,10.0,19.0,,11.0,,15.0,,,11.0,12.0,,,,8.0,,,9.0,14.0,12.0,14.0,,,,,,,,,,5.0,5.0,15.0,6.0,8.0
2018-05-29 00:00:00,10,,,9.0,14.0,,14.0,12.0,12.0,,19.0,,,,14.0,,,21.0,,7.0,9.0,,6.0,,15.0,,,11.0,10.0,,,,8.0,,,11.0,14.0,9.0,12.0,,,,,,,,,,4.0,6.0,6.0,10.0,7.0
2018-05-30 00:00:00,16,,,11.0,15.0,,16.0,12.0,13.0,,20.0,,,,18.0,,,18.0,,8.0,7.0,,6.0,,16.0,,,11.0,11.0,,,,6.0,,,14.0,16.0,13.0,14.0,,,,,,,,,,5.0,5.0,,11.0,9.0
2018-05-31 00:00:00,13,,,17.0,22.0,,24.0,20.0,22.0,,25.0,,,,15.0,,,27.0,,9.0,26.0,,9.0,,15.0,,,11.0,,,,,8.0,,,19.0,19.0,9.0,15.0,,,,,,,,,,5.0,10.0,,8.0,12.0
2018-06-01 00:00:00,14,,,11.0,17.0,,18.0,16.0,17.0,,23.0,,,,24.0,,,27.0,,10.0,15.0,,14.0,,16.0,,,11.0,32.0,,,,7.0,,,14.0,15.0,10.0,17.0,,,,,,,,,,6.0,9.0,,7.0,10.0
2018-06-02 00:00:00,12,,,10.0,17.0,,17.0,15.0,16.0,,21.0,,,,18.0,,,30.0,,5.0,17.0,,16.0,,15.0,,,9.0,32.0,,,,7.0,,,14.0,20.0,12.0,14.0,,,,,,,,,,7.0,7.0,25.0,7.0,10.0
2018-06-03 00:00:00,11,,,10.0,14.0,,14.0,12.0,13.0,,21.0,,,,14.0,,,20.0,,5.0,11.0,,12.0,,12.0,,,12.0,48.0,,,,8.0,,,15.0,22.0,14.0,16.0,,,,,,,,,,9.0,9.0,12.0,6.0,12.0
2018-06-04 00:00:00,9,,,8.0,14.0,,14.0,12.0,14.0,,18.0,,,,13.0,,,19.0,,5.0,12.0,,5.0,,12.0,,,14.0,41.0,,,,7.0,,,16.0,25.0,16.0,18.0,,,,,,,,,,10.0,9.0,13.0,6.0,15.0
2018-06-05 00:00:00,10,,,7.0,12.0,,15.0,13.0,11.0,,18.0,,,,12.0,,,18.0,,8.0,13.0,,7.0,,10.0,,,14.0,26.0,,,,10.0,,,20.0,18.0,17.0,20.0,,,,,,,,,,9.0,10.0,10.0,7.0,14.0
2018-06-06 00:00:00,14,,,11.0,15.0,,17.0,17.0,16.0,,21.0,,,,14.0,,,18.0,,7.0,19.0,,6.0,,12.0,,,13.0,,,,,7.0,,,23.0,15.0,17.0,27.0,,,,,,,,,,8.0,8.0,9.0,7.0,15.0
2018-06-07 00:00:00,13,,,11.0,14.0,,16.0,15.0,13.0,,18.0,,,,12.0,,,12.0,,8.0,14.0,,4.0,,9.0,,,,12.0,,,,7.0,,,23.0,11.0,17.0,33.0,,,,,,,,,,7.0,7.0,10.0,5.0,20.0
2018-06-08 00:00:00,13,,,8.0,14.0,,15.0,11.0,11.0,,18.0,,,,14.0,,,14.0,,6.0,12.0,,4.0,,8.0,,,12.0,9.0,,,,6.0,,,18.0,10.0,17.0,27.0,,,,,,,,,,8.0,6.0,11.0,6.0,20.0
2018-06-09 00:00:00,8,,,9.0,15.0,,13.0,12.0,12.0,,15.0,,,,16.0,,,9.0,,8.0,8.0,,5.0,,12.0,,,10.0,11.0,,,,7.0,,,16.0,13.0,18.0,25.0,,,,,,,,,,7.0,6.0,8.0,6.0,21.0
2018-06-10 00:00:00,8,,,7.0,14.0,,12.0,12.0,13.0,,22.0,,,,9.0,,,13.0,,9.0,8.0,,6.0,,12.0,,,11.0,10.0,,,,6.0,,,27.0,16.0,24.0,28.0,,,,,,,,,,6.0,8.0,16.0,10.0,28.0
2018-06-11 00:00:00,8,,,10.0,14.0,,12.0,10.0,10.0,,18.0,,,,12.0,,,11.0,,9.0,7.0,,9.0,,14.0,,,,10.0,,,,4.0,,,33.0,15.0,25.0,36.0,,,,,,,,,,6.0,9.0,15.0,8.0,27.0
2018-06-12 00:00:00,7,,,7.0,13.0,,11.0,9.0,10.0,,16.0,,,,9.0,,,11.0,,7.0,6.0,,9.0,,12.0,,,9.0,9.0,,,,7.0,,,29.0,15.0,33.0,38.0,,,,,,,,,,,9.0,11.0,9.0,28.0
2018-06-13 00:00:00,10,,,7.0,15.0,,13.0,11.0,10.0,,15.0,,,,10.0,,,15.0,,8.0,8.0,,10.0,,13.0,,,11.0,12.0,,,,8.0,,,29.0,16.0,32.0,32.0,,,,,,,,,,7.0,12.0,12.0,10.0,22.0
2018-06-14 00:00:00,11,,,10.0,14.0,,14.0,12.0,11.0,,17.0,,,,11.0,,,20.0,,9.0,10.0,,5.0,,13.0,,,15.0,16.0,,,,11.0,,,26.0,15.0,27.0,27.0,,,,,,,,,,9.0,12.0,12.0,9.0,23.0
2018-06-15 00:00:00,9,,,14.0,16.0,,18.0,15.0,13.0,,19.0,,,,13.0,,,15.0,,8.0,11.0,,7.0,,14.0,,,14.0,15.0,,,,13.0,,,27.0,15.0,32.0,35.0,,,,,,,,,,,11.0,12.0,9.0,28.0
2018-06-16 00:00:00,14,,,14.0,17.0,,17.0,16.0,15.0,,20.0,,,,19.0,,,16.0,,9.0,14.0,,6.0,,,,,19.0,22.0,,,,13.0,,,26.0,15.0,26.0,27.0,,,,,,,,,,10.0,13.0,11.0,11.0,16.0
2018-06-17 00:00:00,15,,,12.0,17.0,,20.0,16.0,14.0,,20.0,,,,12.0,,,15.0,,8.0,,,8.0,,,,,29.0,29.0,,,,20.0,,,9.0,19.0,12.0,12.0,,,,,,,,,,13.0,12.0,12.0,11.0,5.0
2018-06-18 00:00:00,15,,,18.0,19.0,,22.0,23.0,19.0,,26.0,,,,21.0,,,17.0,,16.0,,,13.0,,16.0,,,34.0,34.0,,,,21.0,,,12.0,25.0,14.0,11.0,,,,,,,,,,19.0,17.0,17.0,20.0,5.0
