Date,05T,10T,11T,59T,61T,03T,50T,52T,53T,54T,08T,14T,17T,18T,19T,20T,21T,24T,25T,26T,27T,29T,30T,31T,32T,33T,34T,35T,36T,37T,38T,39T,40T,41T,42T,44T,46T,62T,63T,57T,58T,67T,68T,69T,70T,71T,72T,73T,75T,76T,77T,79T,80T
2018-09-05 00:00:00,15,,,8.0,14.0,,18.0,,12.0,28.0,20.0,,,10.0,17.0,,,11.0,,12.0,,14.0,5.0,15.0,9.0,,,13.0,9.0,,,,8.0,,,9.0,15.0,8.0,15.0,23.0,4.0,10.0,10.0,,,,,,6.0,8.0,13.0,6.0,7.0
2018-09-06 00:00:00,17,,,10.0,17.0,,23.0,,16.0,33.0,23.0,,,20.0,20.0,,,21.0,,17.0,,17.0,13.0,18.0,15.0,,,14.0,14.0,,,,12.0,,,11.0,15.0,8.0,15.0,8.0,5.0,11.0,13.0,,,,,,7.0,12.0,19.0,11.0,10.0
2018-09-07 00:00:00,19,,,19.0,19.0,,23.0,19.0,21.0,22.0,24.0,,,17.0,21.0,,,26.0,,18.0,,23.0,14.0,21.0,19.0,,,19.0,13.0,,,,14.0,,,12.0,24.0,10.0,15.0,9.0,8.0,12.0,16.0,,,,,,6.0,18.0,25.0,14.0,6.0
2018-09-08 00:00:00,22,,,19.0,22.0,,28.0,25.0,23.0,41.0,31.0,,,24.0,26.0,,,36.0,,17.0,,27.0,21.0,27.0,25.0,,,15.0,10.0,,,,11.0,,,12.0,19.0,11.0,15.0,5.0,10.0,10.0,16.0,,,,,,7.0,16.0,19.0,15.0,7.0
2018-09-09 00:00:00,26,,,26.0,28.0,,34.0,34.0,32.0,50.0,32.0,,,24.0,31.0,,,31.0,,21.0,,20.0,16.0,18.0,32.0,,,15.0,10.0,,,,12.0,,,16.0,17.0,8.0,15.0,7.0,5.0,8.0,13.0,,,,,,6.0,13.0,14.0,12.0,7.0
2018-09-10 00:00:00,29,,,27.0,31.0,,39.0,35.0,32.0,52.0,40.0,,,27.0,30.0,,,30.0,,15.0,,17.0,15.0,13.0,32.0,,,17.0,9.0,,,,11.0,,,13.0,18.0,9.0,11.0,7.0,4.0,10.0,13.0,,,,,,6.0,14.0,18.0,7.0,8.0
2018-09-11 00:00:00,17,,,13.0,16.0,,21.0,17.0,16.0,29.0,21.0,,,16.0,18.0,,,28.0,,12.0,,9.0,13.0,10.0,16.0,,,15.0,11.0,,,,12.0,,,16.0,26.0,9.0,13.0,10.0,6.0,13.0,14.0,,,,,,8.0,17.0,23.0,11.0,8.0
2018-09-12 00:00:00,18,,,17.0,18.0,,21.0,19.0,17.0,,25.0,,,15.0,21.0,,,28.0,,13.0,,7.0,12.0,7.0,14.0,,,13.0,15.0,,,,11.0,,,16.0,26.0,9.0,13.0,11.0,8.0,11.0,14.0,,,,,,7.0,16.0,18.0,11.0,8.0
2018-09-13 00:00:00,18,,,15.0,17.0,,22.0,17.0,16.0,19.0,,,,16.0,25.0,,,18.0,,,,12.0,12.0,6.0,10.0,,,14.0,20.0,,,,12.0,,,15.0,20.0,11.0,14.0,9.0,8.0,9.0,13.0,,,,,,6.0,18.0,16.0,13.0,6.0
2018-09-14 00:00:00,13,,,10.0,15.0,,18.0,17.0,15.0,30.0,,,,15.0,22.0,,,15.0,,,,10.0,10.0,4.0,10.0,,,10.0,12.0,,,,15.0,,,12.0,23.0,11.0,12.0,8.0,5.0,14.0,13.0,,,,,,9.0,15.0,15.0,8.0,6.0
2018-09-15 00:00:00,14,,,11.0,14.0,,21.0,17.0,17.0,32.0,22.0,,,14.0,20.0,,,18.0,,15.0,,,7.0,6.0,10.0,,,12.0,14.0,,,,16.0,,,9.0,27.0,6.0,8.0,13.0,6.0,13.0,19.0,,,,,,14.0,14.0,15.0,6.0,
2018-09-16 00:00:00,14,,,9.0,16.0,,20.0,16.0,20.0,34.0,21.0,,,13.0,19.0,,,17.0,,10.0,,11.0,6.0,15.0,13.0,,,15.0,16.0,,,,17.0,,,8.0,25.0,6.0,9.0,17.0,9.0,14.0,21.0,,,,,,10.0,12.0,18.0,6.0,6.0
2018-09-17 00:00:00,10,,,10.0,10.0,,16.0,15.0,13.0,13.0,19.0,,,8.0,8.0,,,16.0,,9.0,,9.0,6.0,7.0,7.0,,,15.0,18.0,,,,16.0,,,10.0,24.0,10.0,12.0,14.0,8.0,15.0,15.0,,,,,,11.0,11.0,14.0,5.0,8.0
2018-09-18 00:00:00,8,,,7.0,9.0,,13.0,12.0,11.0,19.0,19.0,,,6.0,10.0,,,16.0,,12.0,9.0,15.0,6.0,16.0,10.0,,,9.0,9.0,,,,14.0,,,9.0,20.0,12.0,13.0,,6.0,8.0,12.0,,,,,,,12.0,13.0,9.0,7.0
2018-09-19 00:00:00,8,,,12.0,14.0,,16.0,11.0,15.0,23.0,18.0,,,10.0,15.0,,,17.0,,11.0,7.0,15.0,9.0,14.0,9.0,,,8.0,10.0,,,,9.0,,,10.0,21.0,13.0,17.0,7.0,5.0,8.0,8.0,,,,,,5.0,13.0,15.0,8.0,9.0
2018-09-20 00:00:00,21,,,16.0,20.0,,25.0,21.0,26.0,31.0,27.0,,,21.0,26.0,,,31.0,,13.0,33.0,16.0,14.0,19.0,22.0,,,9.0,8.0,,,,10.0,,,8.0,18.0,8.0,17.0,7.0,4.0,11.0,10.0,,,,,,6.0,15.0,20.0,7.0,7.0
2018-09-21 00:00:00,27,,,19.0,,,31.0,27.0,28.0,38.0,37.0,,,29.0,23.0,,,35.0,,18.0,52.0,29.0,21.0,33.0,31.0,,,10.0,13.0,,,,12.0,,,17.0,19.0,12.0,14.0,9.0,4.0,9.0,15.0,,,,,,4.0,16.0,25.0,9.0,7.0
2018-09-22 00:00:00,19,,,17.0,,,24.0,27.0,22.0,32.0,29.0,,,20.0,22.0,,,34.0,,22.0,35.0,25.0,18.0,23.0,21.0,,,14.0,14.0,,,,13.0,,,13.0,21.0,7.0,13.0,13.0,5.0,9.0,19.0,,,,,,6.0,14.0,20.0,12.0,7.0
2018-09-23 00:00:00,14,,,13.0,,,20.0,20.0,16.0,29.0,25.0,,,16.0,19.0,,,25.0,,23.0,19.0,17.0,11.0,14.0,13.0,,,17.0,14.0,,,,13.0,,,12.0,16.0,10.0,11.0,13.0,5.0,10.0,15.0,,,,,,8.0,15.0,13.0,16.0,7.0
2018-09-24 00:00:00,17,,,15.0,,,25.0,21.0,18.0,36.0,26.0,,,15.0,19.0,,,23.0,,19.0,22.0,14.0,10.0,17.0,18.0,,,16.0,12.0,,,,11.0,,,14.0,20.0,12.0,17.0,13.0,7.0,10.0,15.0,,,,,,7.0,16.0,12.0,15.0,10.0
2018-09-25 00:00:00,16,,,13.0,12.0,,26.0,19.0,18.0,32.0,25.0,,,13.0,16.0,,,19.0,,10.0,22.0,13.0,12.0,18.0,14.0,,,15.0,12.0,,,,12.0,,,17.0,24.0,16.0,16.0,12.0,7.0,16.0,14.0,,,,,,9.0,15.0,14.0,8.0,13.0
2018-09-26 00:00:00,13,,,9.0,10.0,,16.0,15.0,13.0,18.0,19.0,,,8.0,15.0,,,20.0,,10.0,14.0,20.0,7.0,9.0,13.0,,,13.0,9.0,,,,10.0,,,17.0,32.0,16.0,21.0,11.0,7.0,15.0,15.0,,,,,,11.0,14.0,21.0,7.0,13.0
2018-09-27 00:00:00,11,,,7.0,8.0,,16.0,13.0,12.0,17.0,17.0,,,9.0,14.0,,,24.0,,11.0,11.0,17.0,6.0,14.0,16.0,,,15.0,9.0,,,,12.0,,,20.0,36.0,16.0,21.0,13.0,8.0,14.0,15.0,,,,,,9.0,14.0,25.0,5.0,13.0
2018-09-28 00:00:00,15,,,15.0,12.0,,22.0,18.0,18.0,26.0,24.0,,,15.0,16.0,,,30.0,,12.0,18.0,13.0,8.0,18.0,17.0,,,16.0,8.0,,,,13.0,,,11.0,34.0,11.0,14.0,14.0,7.0,14.0,13.0,,,,,,9.0,16.0,24.0,10.0,6.0
2018-09-29 00:00:00,23,,,24.0,19.0,,30.0,23.0,27.0,40.0,29.0,,,20.0,24.0,,,31.0,,20.0,19.0,16.0,9.0,17.0,22.0,,,17.0,7.0,,,,10.0,,,11.0,20.0,12.0,22.0,9.0,6.0,8.0,10.0,,,,,,7.0,13.0,18.0,18.0,6.0
2018-09-30 00:00:00,12,,,8.0,8.0,,18.0,16.0,13.0,,27.0,,,18.0,14.0,,,18.0,,14.0,30.0,22.0,12.0,19.0,13.0,,,16.0,9.0,,,,10.0,,,18.0,24.0,20.0,27.0,6.0,7.0,8.0,13.0,,,,,,7.0,15.0,9.0,11.0,14.0
2018-10-01 00:00:00,10,,,12.0,9.0,,19.0,15.0,16.0,,21.0,,,11.0,14.0,,9.0,25.0,11.0,18.0,27.0,21.0,15.0,19.0,21.0,,,19.0,,,,,10.0,,15.0,22.0,39.0,25.0,22.0,5.0,5.0,7.0,16.0,,,9.0,10.0,,6.0,12.0,11.0,14.0,18.0
2018-10-02 00:00:00,17,,,15.0,16.0,,24.0,21.0,24.0,33.0,26.0,,,18.0,20.0,,17.0,33.0,20.0,15.0,35.0,14.0,11.0,11.0,16.0,,,15.0,,,,,11.0,,8.0,16.0,41.0,20.0,17.0,10.0,5.0,11.0,9.0,,,16.0,23.0,,14.0,11.0,21.0,12.0,11.0
2018-10-03 00:00:00,28,,,28.0,27.0,,38.0,38.0,36.0,47.0,43.0,,,27.0,26.0,,21.0,40.0,29.0,21.0,62.0,19.0,14.0,20.0,17.0,,15.0,18.0,,,,,14.0,,10.0,14.0,48.0,10.0,15.0,17.0,5.0,21.0,12.0,,,16.0,27.0,,23.0,16.0,21.0,21.0,10.0
2018-10-04 00:00:00,22,,,24.0,24.0,,38.0,38.0,32.0,49.0,44.0,,,25.0,25.0,,28.0,36.0,30.0,37.0,53.0,19.0,17.0,15.0,22.0,,16.0,27.0,,,,,22.0,,7.0,9.0,51.0,11.0,11.0,22.0,11.0,25.0,22.0,,,20.0,26.0,,25.0,23.0,24.0,31.0,9.0
2018-10-05 00:00:00,12,,,11.0,10.0,,17.0,15.0,15.0,27.0,21.0,,,13.0,16.0,,22.0,29.0,26.0,15.0,24.0,15.0,8.0,11.0,9.0,,7.0,35.0,,,,,28.0,,8.0,17.0,58.0,11.0,13.0,27.0,16.0,27.0,27.0,,,12.0,32.0,,28.0,28.0,16.0,22.0,14.0
2018-10-06 00:00:00,16,,,15.0,16.0,,22.0,21.0,19.0,35.0,25.0,,,17.0,18.0,,13.0,29.0,19.0,19.0,30.0,13.0,7.0,13.0,14.0,,12.0,35.0,,,,,28.0,,14.0,15.0,61.0,10.0,18.0,29.0,16.0,29.0,35.0,,,15.0,30.0,,22.0,31.0,18.0,15.0,15.0
2018-10-07 00:00:00,,,,18.0,18.0,,26.0,25.0,25.0,35.0,29.0,,,21.0,21.0,,11.0,27.0,19.0,22.0,33.0,16.0,8.0,14.0,21.0,,19.0,35.0,,,,,29.0,,10.0,5.0,55.0,7.0,11.0,29.0,14.0,31.0,33.0,,,11.0,29.0,,21.0,32.0,19.0,15.0,8.0
2018-10-08 00:00:00,,,,22.0,22.0,,30.0,30.0,28.0,43.0,36.0,,,23.0,23.0,,19.0,32.0,22.0,25.0,38.0,20.0,12.0,15.0,18.0,,15.0,35.0,,,,,29.0,,11.0,,55.0,8.0,12.0,28.0,13.0,29.0,31.0,,,25.0,27.0,,19.0,31.0,28.0,17.0,6.0
2018-10-09 00:00:00,24,,,19.0,22.0,,30.0,26.0,25.0,42.0,30.0,,,21.0,28.0,,18.0,38.0,23.0,21.0,41.0,21.0,16.0,20.0,21.0,,18.0,35.0,,,,,30.0,,8.0,,54.0,8.0,12.0,23.0,11.0,26.0,31.0,,,28.0,27.0,,18.0,31.0,34.0,26.0,7.0
2018-10-10 00:00:00,29,,,23.0,25.0,,33.0,32.0,32.0,42.0,39.0,,,28.0,31.0,,31.0,41.0,24.0,31.0,38.0,23.0,20.0,30.0,28.0,,27.0,29.0,,,,,27.0,,14.0,,41.0,15.0,18.0,15.0,12.0,23.0,29.0,,,26.0,23.0,,,25.0,,36.0,14.0
2018-10-11 00:00:00,23,,,24.0,21.0,,30.0,27.0,31.0,38.0,33.0,,,27.0,30.0,,24.0,33.0,19.0,39.0,50.0,27.0,20.0,24.0,25.0,,22.0,19.0,,,,,14.0,,18.0,,25.0,15.0,19.0,8.0,10.0,16.0,20.0,,,17.0,16.0,,,21.0,,28.0,15.0
2018-10-12 00:00:00,16,,,15.0,13.0,,19.0,19.0,19.0,29.0,26.0,,,16.0,20.0,,18.0,26.0,19.0,31.0,44.0,17.0,14.0,12.0,17.0,,16.0,25.0,,,,,13.0,,22.0,,32.0,9.0,13.0,11.0,11.0,13.0,17.0,,,14.0,14.0,,,27.0,15.0,22.0,14.0
2018-10-13 00:00:00,27,,,22.0,23.0,,33.0,33.0,30.0,45.0,39.0,,,25.0,27.0,,21.0,26.0,22.0,22.0,38.0,16.0,16.0,13.0,22.0,,13.0,20.0,,,,,15.0,,19.0,,30.0,9.0,12.0,10.0,9.0,15.0,16.0,,,11.0,17.0,,,23.0,15.0,24.0,9.0
2018-10-14 00:00:00,26,,,20.0,19.0,,33.0,33.0,25.0,40.0,37.0,,,29.0,25.0,,21.0,27.0,19.0,27.0,49.0,18.0,13.0,13.0,24.0,,15.0,22.0,,,,,14.0,,18.0,,21.0,12.0,16.0,12.0,8.0,16.0,20.0,,,10.0,20.0,,,22.0,13.0,23.0,
2018-10-15 00:00:00,12,,,14.0,14.0,,23.0,19.0,19.0,26.0,23.0,,,12.0,15.0,,16.0,29.0,19.0,23.0,16.0,14.0,10.0,10.0,22.0,,16.0,21.0,,,,,17.0,,14.0,18.0,32.0,13.0,16.0,15.0,9.0,18.0,18.0,,,10.0,20.0,,,19.0,16.0,25.0,7.0
2018-10-16 00:00:00,12,,,10.0,13.0,,17.0,15.0,19.0,27.0,23.0,,,9.0,17.0,,19.0,35.0,21.0,18.0,13.0,18.0,13.0,10.0,19.0,,15.0,23.0,,,,,20.0,,12.0,12.0,25.0,8.0,12.0,13.0,7.0,18.0,17.0,,,10.0,17.0,,,16.0,15.0,20.0,6.0
2018-10-17 00:00:00,12,19.0,20.0,11.0,18.0,38.0,22.0,17.0,19.0,33.0,22.0,,15.0,8.0,15.0,21.0,17.0,27.0,18.0,17.0,16.0,15.0,9.0,14.0,16.0,18.0,13.0,20.0,,14.0,12.0,12.0,15.0,17.0,7.0,15.0,20.0,7.0,11.0,11.0,10.0,18.0,16.0,14.0,16.0,10.0,13.0,10.0,,15.0,18.0,10.0,
2018-10-18 00:00:00,21,,19.0,16.0,16.0,33.0,27.0,24.0,22.0,34.0,28.0,,20.0,16.0,21.0,20.0,18.0,28.0,21.0,12.0,14.0,18.0,14.0,18.0,20.0,23.0,12.0,20.0,,14.0,12.0,11.0,12.0,17.0,6.0,13.0,12.0,9.0,10.0,15.0,11.0,21.0,19.0,13.0,14.0,11.0,10.0,11.0,,18.0,15.0,10.0,4.0
2018-10-19 00:00:00,32,,26.0,22.0,24.0,37.0,39.0,30.0,31.0,41.0,40.0,,30.0,28.0,27.0,25.0,21.0,27.0,22.0,20.0,,22.0,15.0,22.0,28.0,27.0,19.0,21.0,,14.0,13.0,10.0,14.0,17.0,10.0,9.0,22.0,11.0,12.0,18.0,9.0,13.0,21.0,15.0,14.0,12.0,11.0,11.0,5.0,19.0,14.0,19.0,
2018-10-20 00:00:00,28,,21.0,19.0,22.0,39.0,29.0,22.0,29.0,44.0,32.0,,22.0,27.0,29.0,18.0,12.0,24.0,22.0,15.0,,17.0,9.0,,23.0,19.0,15.0,24.0,,13.0,7.0,8.0,15.0,13.0,12.0,12.0,22.0,10.0,12.0,20.0,10.0,13.0,21.0,12.0,16.0,9.0,13.0,15.0,5.0,18.0,7.0,10.0,6.0
2018-10-21 00:00:00,7,8.0,12.0,7.0,8.0,14.0,14.0,13.0,11.0,28.0,17.0,,10.0,9.0,13.0,12.0,8.0,15.0,11.0,8.0,,10.0,4.0,12.0,10.0,7.0,7.0,19.0,,12.0,6.0,7.0,11.0,,10.0,10.0,,9.0,14.0,13.0,9.0,9.0,18.0,10.0,12.0,8.0,10.0,11.0,,10.0,3.0,8.0,8.0
2018-10-22 00:00:00,9,12.0,16.0,14.0,12.0,22.0,18.0,14.0,17.0,25.0,19.0,,11.0,12.0,15.0,19.0,10.0,20.0,14.0,14.0,,12.0,6.0,17.0,12.0,11.0,10.0,15.0,,5.0,5.0,4.0,5.0,9.0,12.0,15.0,,12.0,18.0,5.0,6.0,6.0,8.0,5.0,7.0,9.0,,8.0,4.0,13.0,6.0,12.0,8.0
2018-10-23 00:00:00,17,17.0,18.0,13.0,15.0,43.0,21.0,20.0,23.0,31.0,29.0,,18.0,15.0,19.0,18.0,13.0,28.0,17.0,12.0,,16.0,10.0,16.0,18.0,17.0,17.0,14.0,,6.0,6.0,5.0,9.0,12.0,5.0,,,16.0,13.0,8.0,4.0,7.0,9.0,9.0,8.0,9.0,7.0,,5.0,12.0,12.0,10.0,5.0
2018-10-24 00:00:00,20,17.0,22.0,16.0,19.0,36.0,27.0,25.0,28.0,43.0,33.0,,19.0,24.0,23.0,16.0,13.0,30.0,12.0,13.0,,23.0,14.0,21.0,21.0,16.0,18.0,15.0,,7.0,6.0,7.0,9.0,17.0,9.0,,23.0,7.0,10.0,5.0,4.0,10.0,7.0,7.0,6.0,10.0,8.0,7.0,4.0,12.0,9.0,9.0,5.0
2018-10-25 00:00:00,28,26.0,28.0,26.0,26.0,46.0,33.0,36.0,34.0,45.0,40.0,,28.0,38.0,31.0,22.0,20.0,35.0,16.0,19.0,49.0,23.0,12.0,22.0,25.0,20.0,20.0,16.0,,11.0,6.0,10.0,12.0,13.0,11.0,,30.0,7.0,11.0,6.0,4.0,9.0,11.0,8.0,9.0,16.0,11.0,9.0,5.0,13.0,19.0,18.0,6.0
2018-10-26 00:00:00,22,21.0,22.0,20.0,20.0,35.0,26.0,26.0,27.0,40.0,29.0,,19.0,27.0,30.0,18.0,19.0,42.0,19.0,20.0,41.0,27.0,17.0,30.0,24.0,27.0,13.0,19.0,,13.0,,8.0,15.0,11.0,8.0,,29.0,10.0,14.0,7.0,5.0,10.0,16.0,10.0,9.0,15.0,12.0,6.0,7.0,14.0,10.0,15.0,6.0
2018-10-27 00:00:00,20,20.0,21.0,21.0,19.0,28.0,29.0,23.0,26.0,35.0,32.0,,25.0,36.0,25.0,17.0,17.0,31.0,18.0,25.0,53.0,20.0,19.0,31.0,23.0,28.0,16.0,20.0,,14.0,9.0,8.0,12.0,16.0,10.0,,27.0,10.0,14.0,11.0,7.0,14.0,17.0,11.0,11.0,12.0,13.0,8.0,7.0,18.0,14.0,19.0,7.0
2018-10-28 00:00:00,14,19.0,22.0,13.0,15.0,16.0,19.0,15.0,23.0,27.0,23.0,,16.0,25.0,21.0,21.0,22.0,25.0,21.0,28.0,40.0,26.0,22.0,29.0,18.0,19.0,14.0,22.0,,14.0,6.0,8.0,13.0,15.0,12.0,,27.0,12.0,17.0,12.0,9.0,14.0,21.0,13.0,12.0,15.0,13.0,10.0,6.0,16.0,19.0,22.0,9.0
2018-10-29 00:00:00,23,26.0,25.0,19.0,21.0,44.0,26.0,26.0,31.0,34.0,32.0,,24.0,38.0,25.0,25.0,28.0,30.0,24.0,27.0,54.0,28.0,23.0,31.0,21.0,21.0,22.0,23.0,,18.0,8.0,8.0,16.0,18.0,13.0,,32.0,10.0,15.0,15.0,10.0,12.0,22.0,14.0,12.0,21.0,18.0,10.0,7.0,18.0,25.0,25.0,10.0
2018-10-30 00:00:00,24,22.0,22.0,21.0,22.0,30.0,25.0,23.0,30.0,31.0,32.0,25.0,23.0,29.0,26.0,24.0,25.0,39.0,29.0,35.0,45.0,27.0,21.0,34.0,26.0,25.0,27.0,20.0,,17.0,10.0,9.0,17.0,23.0,20.0,,38.0,14.0,18.0,13.0,10.0,11.0,19.0,16.0,12.0,26.0,22.0,9.0,9.0,21.0,24.0,29.0,13.0
2018-10-31 00:00:00,29,,28.0,27.0,28.0,30.0,29.0,27.0,30.0,30.0,36.0,32.0,27.0,35.0,31.0,30.0,31.0,46.0,33.0,44.0,43.0,30.0,26.0,35.0,27.0,25.0,31.0,24.0,,17.0,14.0,13.0,20.0,26.0,25.0,,45.0,20.0,25.0,13.0,13.0,18.0,21.0,22.0,15.0,26.0,24.0,11.0,15.0,32.0,31.0,39.0,14.0
2018-11-01 00:00:00,34,,34.0,30.0,35.0,33.0,35.0,36.0,40.0,37.0,42.0,44.0,34.0,42.0,37.0,39.0,34.0,40.0,37.0,45.0,68.0,29.0,26.0,36.0,29.0,24.0,33.0,27.0,,18.0,13.0,13.0,20.0,34.0,23.0,,40.0,20.0,25.0,17.0,14.0,21.0,24.0,21.0,15.0,28.0,24.0,11.0,15.0,29.0,35.0,42.0,17.0
2018-11-02 00:00:00,39,,33.0,35.0,40.0,47.0,40.0,44.0,46.0,47.0,46.0,46.0,39.0,58.0,35.0,40.0,34.0,41.0,36.0,38.0,71.0,35.0,33.0,43.0,32.0,26.0,36.0,29.0,,21.0,14.0,14.0,24.0,37.0,28.0,,41.0,12.0,16.0,19.0,16.0,20.0,26.0,19.0,20.0,28.0,21.0,17.0,14.0,31.0,33.0,39.0,16.0
2018-11-03 00:00:00,42,42.0,41.0,37.0,40.0,55.0,47.0,50.0,49.0,52.0,58.0,48.0,45.0,58.0,46.0,43.0,35.0,39.0,37.0,37.0,70.0,38.0,35.0,42.0,29.0,31.0,31.0,31.0,,24.0,14.0,13.0,25.0,33.0,21.0,,46.0,9.0,11.0,24.0,14.0,22.0,29.0,22.0,22.0,29.0,25.0,21.0,15.0,35.0,38.0,38.0,7.0
2018-11-04 00:00:00,42,43.0,41.0,40.0,,47.0,46.0,44.0,55.0,52.0,53.0,45.0,42.0,53.0,53.0,45.0,41.0,44.0,32.0,40.0,59.0,43.0,38.0,46.0,38.0,32.0,36.0,29.0,,23.0,15.0,13.0,24.0,33.0,9.0,,49.0,8.0,12.0,23.0,14.0,21.0,34.0,23.0,21.0,26.0,21.0,26.0,13.0,32.0,39.0,36.0,5.0
2018-11-05 00:00:00,43,44.0,38.0,36.0,,46.0,44.0,44.0,49.0,49.0,50.0,50.0,40.0,51.0,48.0,39.0,40.0,44.0,33.0,38.0,68.0,49.0,36.0,43.0,41.0,32.0,36.0,28.0,,23.0,13.0,13.0,23.0,34.0,15.0,,46.0,,13.0,20.0,12.0,20.0,30.0,23.0,21.0,30.0,22.0,21.0,10.0,35.0,31.0,37.0,10.0
2018-11-06 00:00:00,32,34.0,30.0,38.0,36.0,43.0,39.0,37.0,44.0,47.0,42.0,42.0,34.0,43.0,36.0,32.0,30.0,31.0,29.0,33.0,60.0,40.0,31.0,,26.0,22.0,29.0,25.0,,21.0,12.0,13.0,23.0,32.0,23.0,,31.0,,17.0,21.0,13.0,20.0,29.0,24.0,19.0,22.0,20.0,18.0,11.0,31.0,26.0,32.0,9.0
2018-11-07 00:00:00,23,26.0,24.0,23.0,26.0,34.0,29.0,27.0,34.0,35.0,33.0,33.0,24.0,34.0,28.0,23.0,23.0,25.0,20.0,27.0,56.0,29.0,,30.0,20.0,21.0,24.0,23.0,,21.0,11.0,14.0,23.0,28.0,22.0,,23.0,7.0,15.0,21.0,16.0,22.0,26.0,23.0,21.0,16.0,20.0,19.0,11.0,25.0,19.0,26.0,11.0
